Row,Anon Student Id,Time,Duration (sec),Problem Name,Problem View,Step Name,Attempt At Step,Outcome,KC (Original),KC (LFASearchModel0)
12,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:02:38,6,BUILDING_A_SIDEWALK,1,(SIDEWALK-AREA QUESTION3),1,CORRECT,ALT:COMPOSE-BY-ADDITION,Geometry*Subtract
13,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:02:51,0,PARALLELOGRAM_ABDE,1,(AREA QUESTION1),1,CORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
14,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:02:58,7,PARALLELOGRAM_ABDE,1,(HEIGHT QUESTION2),1,CORRECT,ALT:PARALLELOGRAM-SIDE,Geometry*parallelogram-area
15,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:03:08,10,PARALLELOGRAM_ABDE,1,(BASE QUESTION3),1,CORRECT,ALT:PARALLELOGRAM-SIDE,Geometry*parallelogram-area
16,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:03:18,0,SQUARE_ABCD,1,(AREA QUESTION1),1,CORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
17,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:03:22,4,SQUARE_ABCD,1,(HEIGHT QUESTION2),1,CORRECT,ALT:PARALLELOGRAM-SIDE,Geometry*parallelogram-area
18,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:03:31,9,SQUARE_ABCD,1,(BASE QUESTION3),1,CORRECT,ALT:PARALLELOGRAM-SIDE,Geometry*parallelogram-area
19,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:03:33,0,PAINTING_THE_WALL,1,(DOOR-AREA QUESTION1),1,INCORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
20,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:03:34,1,PAINTING_THE_WALL,1,(DOOR-AREA QUESTION1),2,CORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
21,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:03:43,9,PAINTING_THE_WALL,1,(WALL-AREA QUESTION1),1,INCORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
22,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:03:44,1,PAINTING_THE_WALL,1,(WALL-AREA QUESTION1),2,CORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
23,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:03:56,12,PAINTING_THE_WALL,1,(PAINTED-AREA QUESTION1),1,INCORRECT,ALT:COMPOSE-BY-ADDITION,Geometry
24,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:03:57,1,PAINTING_THE_WALL,1,(PAINTED-AREA QUESTION1),2,CORRECT,ALT:COMPOSE-BY-ADDITION,Geometry
25,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:04:04,7,PAINTING_THE_WALL,1,(DOOR-AREA QUESTION2),1,CORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
26,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:04:10,6,PAINTING_THE_WALL,1,(WALL-AREA QUESTION2),1,CORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
27,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:04:16,6,PAINTING_THE_WALL,1,(PAINTED-AREA QUESTION2),1,CORRECT,ALT:COMPOSE-BY-ADDITION,Geometry*Subtract
28,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:04:24,8,PAINTING_THE_WALL,1,(DOOR-AREA QUESTION3),1,CORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
29,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:04:28,4,PAINTING_THE_WALL,1,(WALL-AREA QUESTION3),1,CORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
30,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:04:40,12,PAINTING_THE_WALL,1,(PAINTED-AREA QUESTION3),1,CORRECT,ALT:COMPOSE-BY-ADDITION,Geometry*Subtract
31,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:04:52,12,PAINTING_THE_WALL,1,(WALL-AREA QUESTION1),3,CORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
32,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:05:00,8,PAINTING_THE_WALL,1,(DOOR-AREA QUESTION1),3,CORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
33,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:05:17,17,PAINTING_THE_WALL,1,(PAINTED-AREA QUESTION1),3,CORRECT,ALT:COMPOSE-BY-ADDITION,Geometry
34,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:05:53,36,PAINTING_THE_WALL,1,(WALL-AREA QUESTION2),2,CORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
35,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:05:56,3,PAINTING_THE_WALL,1,(DOOR-AREA QUESTION2),2,CORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
36,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:05:58,2,PAINTING_THE_WALL,1,(PAINTED-AREA QUESTION2),2,CORRECT,ALT:COMPOSE-BY-ADDITION,Geometry*Subtract
37,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:06:05,7,PAINTING_THE_WALL,1,(WALL-AREA QUESTION3),2,CORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
38,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:06:12,7,PAINTING_THE_WALL,1,(DOOR-AREA QUESTION3),2,CORRECT,ALT:PARALLELOGRAM-AREA,Geometry*parallelogram-area
39,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:06:18,6,PAINTING_THE_WALL,1,(PAINTED-AREA QUESTION3),2,CORRECT,ALT:COMPOSE-BY-ADDITION,Geometry*Subtract
40,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:06:46,0,TRAPEZOID_ABCD,1,(AREA QUESTION1),1,INCORRECT,ALT:TRAPEZOID-AREA,Geometry*decomp-trap
41,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:06:47,1,TRAPEZOID_ABCD,1,(AREA QUESTION1),2,CORRECT,ALT:TRAPEZOID-AREA,Geometry*decomp-trap
42,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:06:52,5,TRAPEZOID_ABCD,1,(LONGER-BASE QUESTION2),1,INCORRECT,ALT:TRAPEZOID-BASE,Geometry*decomp-trap
43,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:06:53,1,TRAPEZOID_ABCD,1,(LONGER-BASE QUESTION2),2,CORRECT,ALT:TRAPEZOID-BASE,Geometry*decomp-trap
44,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:07:39,46,TRAPEZOID_ABCD,1,(HEIGHT QUESTION3),1,INCORRECT,ALT:TRAPEZOID-HEIGHT,Geometry*decomp-trap
45,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:07:40,1,TRAPEZOID_ABCD,1,(HEIGHT QUESTION3),2,CORRECT,ALT:TRAPEZOID-HEIGHT,Geometry*decomp-trap
46,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:08:19,0,TRAPEZOID_AREA,1,(AREA QUESTION1),1,CORRECT,ALT:TRAPEZOID-AREA,Geometry*decomp-trap
47,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:08:56,0,TRAPEZOID_HEIGHT,1,(HEIGHT QUESTION3),1,INCORRECT,ALT:TRAPEZOID-HEIGHT,Geometry*decomp-trap
48,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:08:57,1,TRAPEZOID_HEIGHT,1,(HEIGHT QUESTION3),2,CORRECT,ALT:TRAPEZOID-HEIGHT,Geometry*decomp-trap
49,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:09:02,0,TRAPEZOID_BASE,1,(LONGER-BASE QUESTION2),1,CORRECT,ALT:TRAPEZOID-BASE,Geometry*decomp-trap
50,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:09:41,0,TRAPEZOID_ABCD,2,(AREA QUESTION1),1,CORRECT,ALT:TRAPEZOID-AREA,Geometry*decomp-trap
51,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:10:13,32,TRAPEZOID_ABCD,2,(LONGER-BASE QUESTION2),1,CORRECT,ALT:TRAPEZOID-BASE,Geometry*decomp-trap
52,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:11:07,54,TRAPEZOID_ABCD,2,(HEIGHT QUESTION3),1,INCORRECT,ALT:TRAPEZOID-HEIGHT,Geometry*decomp-trap
53,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:11:08,1,TRAPEZOID_ABCD,2,(HEIGHT QUESTION3),2,CORRECT,ALT:TRAPEZOID-HEIGHT,Geometry*decomp-trap
54,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:11:16,8,TRAPEZOID_ABCD,2,(AREA QUESTION1),2,CORRECT,ALT:TRAPEZOID-AREA,Geometry*decomp-trap
55,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:12:23,67,TRAPEZOID_ABCD,2,(LONGER-BASE QUESTION2),2,CORRECT,ALT:TRAPEZOID-BASE,Geometry*decomp-trap
56,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:13:25,62,TRAPEZOID_ABCD,2,(HEIGHT QUESTION3),3,CORRECT,ALT:TRAPEZOID-HEIGHT,Geometry*decomp-trap
57,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:13:59,0,TRAPEZOID_HEIGHT,2,(HEIGHT QUESTION3),1,INCORRECT,ALT:TRAPEZOID-HEIGHT,Geometry*decomp-trap
58,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:14:00,1,TRAPEZOID_HEIGHT,2,(HEIGHT QUESTION3),2,CORRECT,ALT:TRAPEZOID-HEIGHT,Geometry*decomp-trap
59,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:14:28,28,TRAPEZOID_HEIGHT,2,(HEIGHT QUESTION3),3,CORRECT,ALT:TRAPEZOID-HEIGHT,Geometry*decomp-trap
60,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:15:12,44,TRAPEZOID_HEIGHT,2,(HEIGHT QUESTION3),4,CORRECT,ALT:TRAPEZOID-HEIGHT,Geometry*decomp-trap
61,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:15:56,0,TRIANGLE_ABC,1,(AREA QUESTION1),1,CORRECT,ALT:TRIANGLE-AREA,Geometry
62,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:16:09,13,TRIANGLE_ABC,1,(HEIGHT QUESTION2),1,CORRECT,ALT:TRIANGLE-SIDE,Geometry
63,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:16:39,30,TRIANGLE_ABC,1,(BASE QUESTION3),1,INCORRECT,ALT:TRIANGLE-SIDE,Geometry
64,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:16:40,1,TRIANGLE_ABC,1,(BASE QUESTION3),2,CORRECT,ALT:TRIANGLE-SIDE,Geometry
65,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:16:52,0,TRIANGLE_TRIANGLE,1,(AREA QUESTION1),1,CORRECT,ALT:TRIANGLE-AREA,Geometry
66,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:17:07,0,PENTAGON,1,(AREA QUESTION1),1,INCORRECT,ALT:PENTAGON-AREA,Geometry*pentagon-area
67,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:17:08,1,PENTAGON,1,(AREA QUESTION1),2,CORRECT,ALT:PENTAGON-AREA,Geometry*pentagon-area
68,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:17:32,24,PENTAGON,1,(APOTHEM QUESTION2),1,INCORRECT,ALT:PENTAGON-SIDE,Geometry*pentagon-area
69,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:17:33,1,PENTAGON,1,(APOTHEM QUESTION2),2,CORRECT,ALT:PENTAGON-SIDE,Geometry*pentagon-area
70,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:17:37,4,PENTAGON,1,(AREA QUESTION1),3,INCORRECT,ALT:PENTAGON-AREA,Geometry*pentagon-area
71,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:17:38,1,PENTAGON,1,(AREA QUESTION1),4,CORRECT,ALT:PENTAGON-AREA,Geometry*pentagon-area
72,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:18:03,25,PENTAGON,1,(APOTHEM QUESTION2),3,INCORRECT,ALT:PENTAGON-SIDE,Geometry*pentagon-area
73,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:18:04,1,PENTAGON,1,(APOTHEM QUESTION2),4,CORRECT,ALT:PENTAGON-SIDE,Geometry*pentagon-area
74,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:18:17,13,PENTAGON,1,(SIDE QUESTION3),1,CORRECT,ALT:PENTAGON-SIDE,Geometry*pentagon-area
75,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:18:41,0,TRIANGLE_RECTANGLE,1,(BASE QUESTION1),1,INCORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
76,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:18:42,1,TRIANGLE_RECTANGLE,1,(BASE QUESTION1),2,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
77,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:18:44,2,TRIANGLE_RECTANGLE,1,(AREA QUESTION1),1,CORRECT,ALT:TRIANGLE-AREA,Geometry
78,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:18:57,0,DESIGNING_A_QUILT,1,(AREA QUESTION1),1,CORRECT,ALT:TRIANGLE-AREA,Geometry
79,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:19:09,12,DESIGNING_A_QUILT,1,(WHITE-AREA QUESTION1),1,INCORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
80,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:19:10,1,DESIGNING_A_QUILT,1,(WHITE-AREA QUESTION1),2,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
81,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:19:55,45,DESIGNING_A_QUILT,1,(AREA QUESTION2),1,INCORRECT,ALT:TRIANGLE-AREA,Geometry
82,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:19:56,1,DESIGNING_A_QUILT,1,(AREA QUESTION2),2,CORRECT,ALT:TRIANGLE-AREA,Geometry
83,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:20:04,8,DESIGNING_A_QUILT,1,(GREEN-AREA QUESTION1),1,INCORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
84,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:20:05,1,DESIGNING_A_QUILT,1,(GREEN-AREA QUESTION1),2,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
85,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:20:17,12,DESIGNING_A_QUILT,1,(PURPLE-AREA QUESTION1),1,INCORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
86,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:20:18,1,DESIGNING_A_QUILT,1,(PURPLE-AREA QUESTION1),2,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
87,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:20:25,7,DESIGNING_A_QUILT,1,(WHITE-AREA QUESTION2),1,INCORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
88,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:20:26,1,DESIGNING_A_QUILT,1,(WHITE-AREA QUESTION2),2,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
89,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:21:28,62,DESIGNING_A_QUILT,1,(PURPLE-AREA QUESTION2),1,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
90,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:21:31,3,DESIGNING_A_QUILT,1,(GREEN-AREA QUESTION2),1,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
91,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:21:36,5,DESIGNING_A_QUILT,1,(AREA QUESTION3),1,CORRECT,ALT:TRIANGLE-AREA,Geometry
92,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:21:42,6,DESIGNING_A_QUILT,1,(WHITE-AREA QUESTION3),1,INCORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
93,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:21:43,1,DESIGNING_A_QUILT,1,(WHITE-AREA QUESTION3),2,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
94,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:21:53,10,DESIGNING_A_QUILT,1,(PURPLE-AREA QUESTION3),1,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
95,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:21:58,5,DESIGNING_A_QUILT,1,(GREEN-AREA QUESTION3),1,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
96,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:22:03,0,PENTAGON_ABCDE,1,(AREA QUESTION1),1,CORRECT,ALT:PENTAGON-AREA,Geometry*pentagon-area
97,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:22:23,20,PENTAGON_ABCDE,1,(APOTHEM QUESTION2),1,INCORRECT,ALT:PENTAGON-SIDE,Geometry*pentagon-area
98,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:22:24,1,PENTAGON_ABCDE,1,(APOTHEM QUESTION2),2,CORRECT,ALT:PENTAGON-SIDE,Geometry*pentagon-area
99,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:23:18,54,PENTAGON_ABCDE,1,(SIDE QUESTION3),1,CORRECT,ALT:PENTAGON-SIDE,Geometry*pentagon-area
100,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:24:08,0,TRIANGLE_AREA,1,(AREA QUESTION1),1,CORRECT,ALT:TRIANGLE-AREA,Geometry
101,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:24:15,0,PENTAGON_ABCDE,2,(AREA QUESTION1),1,INCORRECT,ALT:PENTAGON-AREA,Geometry*pentagon-area
102,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:24:16,1,PENTAGON_ABCDE,2,(AREA QUESTION1),2,CORRECT,ALT:PENTAGON-AREA,Geometry*pentagon-area
103,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:24:21,5,PENTAGON_ABCDE,2,(APOTHEM QUESTION2),1,CORRECT,ALT:PENTAGON-SIDE,Geometry*pentagon-area
104,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:24:53,32,PENTAGON_ABCDE,2,(SIDE QUESTION3),1,CORRECT,ALT:PENTAGON-SIDE,Geometry*pentagon-area
105,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:25:24,0,DESIGNING_A_QUILT,2,(AREA QUESTION1),1,CORRECT,ALT:TRIANGLE-AREA,Geometry
106,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:25:30,6,DESIGNING_A_QUILT,2,(WHITE-AREA QUESTION1),1,INCORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
107,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:25:31,1,DESIGNING_A_QUILT,2,(WHITE-AREA QUESTION1),2,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
108,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:25:38,7,DESIGNING_A_QUILT,2,(PURPLE-AREA QUESTION1),1,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
109,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:25:45,7,DESIGNING_A_QUILT,2,(GREEN-AREA QUESTION1),1,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
110,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:25:49,4,DESIGNING_A_QUILT,2,(AREA QUESTION2),1,CORRECT,ALT:TRIANGLE-AREA,Geometry
111,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:25:53,4,DESIGNING_A_QUILT,2,(WHITE-AREA QUESTION2),1,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
112,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:25:56,3,DESIGNING_A_QUILT,2,(PURPLE-AREA QUESTION2),1,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
113,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:25:59,3,DESIGNING_A_QUILT,2,(GREEN-AREA QUESTION2),1,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
114,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:26:00,1,DESIGNING_A_QUILT,2,(AREA QUESTION3),1,INCORRECT,ALT:TRIANGLE-AREA,Geometry
115,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:26:01,1,DESIGNING_A_QUILT,2,(AREA QUESTION3),2,CORRECT,ALT:TRIANGLE-AREA,Geometry
116,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:26:06,5,DESIGNING_A_QUILT,2,(WHITE-AREA QUESTION3),1,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
117,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:26:13,7,DESIGNING_A_QUILT,2,(PURPLE-AREA QUESTION3),1,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
118,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:26:16,3,DESIGNING_A_QUILT,2,(GREEN-AREA QUESTION3),1,CORRECT,ALT:COMPOSE-BY-MULTIPLICATION,Geometry*compose-by-multiplication
119,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:26:21,0,PENTAGON,2,(AREA QUESTION1),1,CORRECT,ALT:PENTAGON-AREA,Geometry*pentagon-area
120,Stu_0a8e3638e3c0deb4e5e49c72286a5b83,1996-02-01 00:26:28,7,PENTAGON,2,(APOTHEM QUESTION2),1,CORRECT,ALT:PENTAGON-SIDE,Geometry*pentagon-area
